itemId,family,scientificName,fileName,imageThumbnailUrl,description
,|Oecophoridae|Stathmopodinae subfamily,Pseudaegeria hyalina,missing,main.php_g2_view_core.DownloadItem_g2_itemId_27040_g2_serialNumber_2.jpeg,missing
,|Oecophoridae|Stathmopodinae subfamily,Pseudaegeria phlogina,missing,main.php_g2_view_core.DownloadItem_g2_itemId_27052_g2_serialNumber_2.jpeg,missing
,|Oecophoridae|Stathmopodinae subfamily,Pseudaegeria polytita,missing,main.php_g2_view_core.DownloadItem_g2_itemId_27067_g2_serialNumber_2.jpeg,missing
,|Oecophoridae|Stathmopodinae subfamily,Pseudaegeria squamicornis,missing,main.php_g2_view_core.DownloadItem_g2_itemId_27082_g2_serialNumber_2.jpeg,missing
,|Oecophoridae|Stathmopodinae subfamily,Snellenia capnora,missing,main.php_g2_view_core.DownloadItem_g2_itemId_27106_g2_serialNumber_2.jpeg,missing
,|Oecophoridae|Stathmopodinae subfamily,Snellenia hylaea,missing,main.php_g2_view_core.DownloadItem_g2_itemId_27094_g2_serialNumber_2.jpeg,missing
,|Oecophoridae|Stathmopodinae subfamily,Snellenia lineata,missing,main.php_g2_view_core.DownloadItem_g2_itemId_27118_g2_serialNumber_2.jpeg,missing
,|Oecophoridae|Stathmopodinae subfamily,Snellenia miltocrossa,missing,main.php_g2_view_core.DownloadItem_g2_itemId_27133_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Chrysauginae (subfamily),Anassodes mesozonalis,missing,main.php_g2_view_core.DownloadItem_g2_itemId_31093_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Chrysauginae (subfamily),Anemosa exanthes,missing,main.php_g2_view_core.DownloadItem_g2_itemId_31080_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Chrysauginae (subfamily),Hednotodes callichroa,missing,main.php_g2_view_core.DownloadItem_g2_itemId_31108_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Chrysauginae (subfamily),Polyterpnes polyrrhoda,missing,main.php_g2_view_core.DownloadItem_g2_itemId_31120_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Epipaschiinae (subfamily),Titanoceros thermoptera,missing,main.php_g2_view_core.DownloadItem_g2_itemId_31059_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Galleriinae  (subfamily),Achroia grisella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30181_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Galleriinae  (subfamily),Corcyra cephalonica,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30198_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Galleriinae  (subfamily),Galleria mellonella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30213_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Galleriinae  (subfamily),Meyriccia latro,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30228_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Apomyelois ceratoniae,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30248_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Assara seminivale,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30261_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Cadra cautella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30273_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Cadra figulilella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30288_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Cryptoblabes hemigypsa,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30303_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Ephestia elutella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30314_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Ephestia kuehniella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30329_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Etiella chrysoporella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30344_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Etiella grisea,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30359_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Etiella hobsoni,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30374_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Etiella scitivittalis,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30389_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Etiella walsinghamella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30404_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Etiella zinckenella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30416_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Plodia interpunctella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30431_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Aglossa caprealis,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30451_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Aglossa pinguinalis,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30464_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Amphiderita pyrospila,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30476_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Arescoptera idiotypa,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30488_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Arippara disticha,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30500_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Cardamyla carinentalis,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30512_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Cardamyla didymalis,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30524_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Cardamyla eurycroca,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30536_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Cardamyla hercophora,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30548_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Endotricha approximalis,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30560_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Endotricha chionocosma,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30572_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Endotricha dispergens,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30584_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Endotricha euphiles,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30596_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Endotricha hemicausta,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30608_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Endotricha ignealis,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30620_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Endotricha melanchroa,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30632_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Endotricha mesenterialis,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30644_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Pyralinae  (subfamily),Endotricha psammitis,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30656_g2_serialNumber_2.jpeg,missing
,|Tortricidae|Chlidanotinae,Chlidanotini,missing,main.php_g2_view_core.DownloadItem_g2_itemId_8533_g2_serialNumber_3.jpeg,missing
,|Tortricidae|Chlidanotinae,Hilarographini,missing,main.php_g2_view_core.DownloadItem_g2_itemId_8555_g2_serialNumber_3.jpeg,missing
,|Tortricidae|Chlidanotinae,Polyorthini,missing,main.php_g2_view_core.DownloadItem_g2_itemId_8560_g2_serialNumber_3.jpeg,missing
,|Tortricidae|Olethreutinae,Bactrini,missing,main.php_g2_view_core.DownloadItem_g2_itemId_4737_g2_serialNumber_3.jpeg,missing
,|Tortricidae|Olethreutinae,Enarmoniini,missing,main.php_g2_view_core.DownloadItem_g2_itemId_4795_g2_serialNumber_3.jpeg,missing
,|Tortricidae|Olethreutinae,Eucosmini,missing,main.php_g2_view_core.DownloadItem_g2_itemId_5072_g2_serialNumber_3.jpeg,missing
,|Tortricidae|Olethreutinae,Grapholitini,missing,main.php_g2_view_core.DownloadItem_g2_itemId_5517_g2_serialNumber_3.jpeg,missing
,|Tortricidae|Olethreutinae,Microcorsini,missing,main.php_g2_view_core.DownloadItem_g2_itemId_5690_g2_serialNumber_3.jpeg,missing
,|Tortricidae|Olethreutinae,Olethreutini,missing,main.php_g2_view_core.DownloadItem_g2_itemId_5727_g2_serialNumber_3.jpeg,missing
,|Tortricidae|Tortricinae,Archipini sensu latu,missing,main.php_g2_view_core.DownloadItem_g2_itemId_6102_g2_serialNumber_3.jpeg,missing
,|Tortricidae|Tortricinae,Archipini sensu strictu,missing,main.php_g2_view_core.DownloadItem_g2_itemId_6464_g2_serialNumber_3.jpeg,missing
,|Tortricidae|Tortricinae,Cnephasiini sensu latu,missing,main.php_g2_view_core.DownloadItem_g2_itemId_7273_g2_serialNumber_3.jpeg,missing
,|Tortricidae|Tortricinae,Cochylini,missing,main.php_g2_view_core.DownloadItem_g2_itemId_7466_g2_serialNumber_3.jpeg,missing
,|Tortricidae|Tortricinae,Epitymbiini,missing,main.php_g2_view_core.DownloadItem_g2_itemId_7475_g2_serialNumber_3.jpeg,missing
,|Tortricidae|Tortricinae,Phricanthini,missing,main.php_g2_view_core.DownloadItem_g2_itemId_7888_g2_serialNumber_3.jpeg,missing
,|Tortricidae|Tortricinae,Schoenotenini,missing,main.php_g2_view_core.DownloadItem_g2_itemId_7937_g2_serialNumber_3.jpeg,missing
,|Tortricidae|Tortricinae,Tortricini,missing,main.php_g2_view_core.DownloadItem_g2_itemId_8030_g2_serialNumber_3.jpeg,missing
