itemId,family,scientificName,fileName,imageThumbnailUrl,description
32099,|Sphingidae|Coequosa triangularis,Coequosa triangularis,coequosa_triangularis_01.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32099_g2_serialNumber_2.jpeg,"<i>Coequosa triangularis</i> (Donovan, 1805) (Sphingidae: Sphinginae), Male - NSW, Como West, 20. Feb. 2001, L.S. Willan <i>leg</i>. (LWC)."
32103,|Sphingidae|Coequosa triangularis,Coequosa triangularis,coequosa_triangularis_02.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32103_g2_serialNumber_2.jpeg,"<i>Coequosa triangularis</i> (Donovan, 1805) (Sphingidae: Sphinginae), Female - QLD, Burleigh Heads, 1. Apr. 1934, C. P. Ledward <i>leg</i>. (ANIC)."
32106,|Sphingidae|Coequosa triangularis,Coequosa triangularis,coequosa_triangularis_03.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32106_g2_serialNumber_2.jpeg,"<i>Coequosa triangularis</i> (Donovan, 1805) (Sphingidae: Sphinginae), Male - NSW, Mt. Keira, 1. Feb. 1965, V.J. Robinson Bob Jessop <i>leg</i>. (ANIC)."
32109,|Sphingidae|Coequosa triangularis,Coequosa triangularis,coequosa_triangularis_04.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32109_g2_serialNumber_2.jpeg,"<i>Coequosa triangularis</i> (Donovan, 1805) (Sphingidae: Sphinginae), Female - QLD, Burleigh Heads, 1. Apr. 1934, C.P. Ledward <i>leg</i>. (ANIC)."
32112,|Sphingidae|Coequosa triangularis,Coequosa triangularis,coequosa_triangularis_05.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32112_g2_serialNumber_2.jpeg,"<i>Coequosa triangularis</i> (Donovan, 1805) (Sphingidae: Sphinginae), Male - QLD, Burleigh Heads, C.P. Ledward <i>leg</i>. (ANIC)."
32123,|Sphingidae|Daphnis dohertyi,Daphnis dohertyi,daphnis_dohertyi_01.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32123_g2_serialNumber_2.jpeg,"<i>Daphnis dohertyi</i> Rothschild, 1897 (Sphingidae: Macroglossinae), Male - QLD, Warraber Island Lat.10'12'' Long.142'49'', 18. Dec. 1977, S. Bakker J. Walker <i>leg</i>. (ANIC)."
32135,|Sphingidae|Daphnis hypothous,Daphnis hypothous,daphnis_hypothous_01.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32135_g2_serialNumber_2.jpeg,"<i>Daphnis hypothous</i> (Cramer, 1780) (Sphingidae: Macroglossinae), Male - QLD, 1/2 km WSW Mt Bellenden Ker alt. 1560 m. Lat.17'16Â” Long.145'51'', 3. Nov. 1981, E.D. Edwards <i>leg</i>. (ANIC)."
32139,|Sphingidae|Daphnis hypothous,Daphnis hypothous,daphnis_hypothous_02.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32139_g2_serialNumber_2.jpeg,"<i>Daphnis hypothous</i> (Cramer, 1780) (Sphingidae: Macroglossinae), Female - QLD, Warraber (Sue Island) lat.10'12Â” Long.145'49Â”, 18. Dec. 1977, J. Walker S. Bakker <i>leg</i>. (ANIC)."
32821,|Thyrididae|Aglaopus gemmulosa,Aglaopus gemmulosa,aglaopus_gemmulosa_01.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32821_g2_serialNumber_2.jpeg,"<i>Aglaopus gemmulosa</i> (Whalley, 1976) (Thyrididae: Striglininae), Male - QLD, Kuranda , 18. Jan. 2001, A. Sunholm <i>leg</i>. (LWC)."
32826,|Thyrididae|Aglaopus gemmulosa,Aglaopus gemmulosa,aglaopus_gemmulosa_02.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32826_g2_serialNumber_2.jpeg,"<i>Aglaopus gemmulosa</i> (Whalley, 1976) (Thyrididae: Striglininae), Female - QLD, Mt. Edith, 18 miles NE of Atherton, 18. Mar. 1964, I.F.B. Common M.S. Upton <i>leg</i>. (ANIC)."
32829,|Thyrididae|Aglaopus gemmulosa,Aglaopus gemmulosa,aglaopus_gemmulosa_03.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32829_g2_serialNumber_2.jpeg,"<i>Aglaopus gemmulosa</i> (Whalley, 1976) (Thyrididae: Striglininae), Male - QLD, Mt Lewis, 8 miles NW of Mt. Molloy, 15. Mar. 1964, I.F.B. Common M.S. Upton <i>leg</i>. (ANIC)."
32840,|Thyrididae|Aglaopus irias,Aglaopus irias,aglaopus_irias_01.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32840_g2_serialNumber_2.jpeg,"<i>Aglaopus irias</i> (Meyrick, 1887) (Thyrididae: Striglininae), Female - QLD, Comet, 19. Mar. 1958, I.F.B. Common <i>leg</i>. (ANIC)."
32852,|Thyrididae|Banisia lobata,Banisia lobata,banisia_lobata_01.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32852_g2_serialNumber_2.jpeg,"<i>Banisia lobata</i> (Moore, 1882) (Thyrididae: Striglininae), Female - QLD, 40 Mile Scrub Lat. 18'08'' Long.144'49'', 13. Feb. 1988(ANIC)."
32864,|Thyrididae|Banisia myrsusalis,Banisia myrsusalis,banisia_myrsusalis_01.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32864_g2_serialNumber_2.jpeg,"<i>Banisia myrsusalis</i> (Walker, 1859) (Thyrididae: Striglininae), Female - NT, Rimbija Island Lat.11'01''Long136'45'', 15. Jan. 1977, E.D. Edwards <i>leg</i>. (ANIC)."
32876,|Thyrididae|Banisia placida,Banisia placida,banisia_placida_01.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32876_g2_serialNumber_2.jpeg,"<i>Banisia placida</i> Whalley, 1976 (Thyrididae: Striglininae), Female - QLD, Mango Tree, MacIlwraith Range lat.13'45''long.143'22'', 11. Jul. 1989, E.S. Nielsen E.D.Edwards M. Horak <i>leg</i>. (ANIC)."
32888,|Thyrididae|Canaea hyalospila,Canaea hyalospila,canaea_hyalospila_01.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32888_g2_serialNumber_2.jpeg,"<i>Canaea hyalospila</i> Whalley, 1976 (Thyrididae: Striglininae), Female - QLD, McIlwraith Range Lat 13'43'' Long 143'19'', 10. Jul. 1989, E.S. Nielsen E.D. Edwards M. Horak <i>leg</i>. (ANIC)."
32900,|Thyrididae|Canaea semitessellalis,Canaea semitessellalis,canaea_semitessellalis_01.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32900_g2_serialNumber_2.jpeg,"<i>Canaea semitessellalis</i> (Walker, [1866]) (Thyrididae: Striglininae), Female - NSW, Minnamurra Falls, 2. Nov. 1975, V.J. Robinson <i>leg</i>. (ANIC)."
32912,|Thyrididae|Oxycophina theorina,Oxycophina theorina,oxycophina_theorina_01.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32912_g2_serialNumber_2.jpeg,"<i>Oxycophina theorina</i> (Meyrick, 1887) (Thyrididae: Siculodininae), Female - QLD, Mt Webb National Park near Cooktown, 11. Jul. 1976, G. Monteith <i>leg</i>. (ANIC)."
32916,|Thyrididae|Oxycophina theorina,Oxycophina theorina,oxycophina_theorina_02.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32916_g2_serialNumber_2.jpeg,"<i>Oxycophina theorina</i> (Meyrick, 1887) (Thyrididae: Siculodininae), Male - QLD, Base Camp, Mt Bellenden Ker Lat.17'16''Long.145'54'', 23. Oct. 1988, E.D. Edwards <i>leg</i>. (ANIC)."
32935,|Tineidae|Edosa fraudulens,Edosa fraudulens,edosa_fraudulens_01.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32935_g2_serialNumber_2.jpeg,"<i>Edosa fraudulens</i> (Rosenstock, 1885) (Tineidae: Perissomasticinae), Male - ACT, Black Mountain, 18. Mar. 1965, I.F.B. Common <i>leg</i>. (ANIC)."
32948,|Tineidae|Edosa irruptella,Edosa irruptella,edosa_irruptella_01.jpg,main.php_g2_view_core.DownloadItem_g2_itemId_32948_g2_serialNumber_2.jpeg,"<i>Edosa irruptella</i> (Walker, 1864) (Tineidae: Perissomasticinae), Female - NSW, Murrurundi, November(ANIC)."
